S.NO,PRICE,ADDRESS,AREA,LATITUDE,LONGITUDE,BEDROOMS,BATHROOMS,BALCONY,STATUS,NEWOROLD,PARKING,FURNISHED_STATUS,LIFT,LANDMARKS,TYPE_OF_BUILDING,PRICE_SQFT,AREA_TYPE,Zone_Raw
3517,4400000,"Shakarpur, New Delhi - East, Delhi NCR",750,28.62879944,77.2800827,2,2,1,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,5866.666667,Small,New Delhi - East
3518,3200000,"A1/16, Pipal Road Mohan Garden delhi, Mohan Garden, New Delhi - West, Delhi NCR",600,28.6330645,77.0331715,2,2,1,Ready to Move,Resale,1,Unfurnished,2,Metro pillar no 753,Flat,5333.333333,Small,New Delhi - West
3519,2900000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",890,28.70199,77.410904,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3258.426966,Small,Ghaziabad
3520,4800000,"Sector 16, Greater Noida, Delhi NCR",1225,28.577868,77.48322,3,2,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,3918.367347,Medium,Greater Noida
3521,8500000,"Sector 117, Noida, Sector 33, Gurgaon, Delhi NCR",1100,28.4372909,77.0235049,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,7727.272727,Medium,Gurgaon
3522,2600000,"Q-199, block- Q Mohan Garden, New Delhi, Mohan Garden, New Delhi - West, Delhi NCR",630,28.63306427,77.03317261,2,2,1,Ready to Move,New Property,1,Furnished,2,Not Mentioned,Flat,4126.984127,Small,New Delhi - West
3523,14000000,"Sector 82, Gurgaon, Delhi NCR",2425,28.3929103,76.9589066,4,4,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Individual House,5773.195876,Very Large,Gurgaon
3524,12000000,"Sector 49, Gurgaon, Delhi NCR",1890,28.413677,77.05175,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6349.206349,Very Large,Gurgaon
3525,5500000,"138/A, flat no. 201, New Colony, Gurgaon, New Colony, Gurgaon, Delhi NCR",900,28.46552467,77.0171814,2,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6111.111111,Small,Gurgaon
3526,4800000,"Omicron 1, Greater Noida, Omicron 1, Greater Noida, Delhi NCR",1300,28.46267033,77.55830252,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3692.307692,Large,Greater Noida
3527,5500000,"Crossings Republik, Ghaziabad, Delhi NCR",1725,28.62489302,77.43644384,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3188.405797,Very Large,Ghaziabad
3528,10000000,"Sector 73, Gurgaon, Delhi NCR",1622,28.4098205,77.013255,3,3,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,6165.228113,Large,Gurgaon
3529,4500000,"F407 Sector 53 Noida, Sector 53, Noida, Delhi NCR",1025,28.60025787,77.4455719,2,2,3,Ready to Move,Resale,1,Semi-Furnished,1,near kanchanjunga marjet noida sector 53,Flat,4390.243902,Medium,Noida
3530,3450000,"sector 10 greater noida west, Greater Noida West, Greater Noida, Delhi NCR",920,28.571692,77.481052,2,2,2,Ready to Move,Resale,1,Unfurnished,2,The property is close to proposed metro station and running school hub,Flat,3750,Small,Greater Noida
3531,9300000,"Siddhartha Estella projects.. sector 103, Dwarka Expressway, Gurgaon, Delhi NCR",1680,28.44501114,76.95844269,3,3,2,Ready to Move,New Property,1,Unfurnished,2,Not Mentioned,Flat,5535.714286,Very Large,Gurgaon
3532,8500000,"Vatika Seven Lamps, Sector 82, Gurgaon, Delhi NCR",1430,28.392329,76.957142,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,"Daily needs, convenience stores available in society.",Flat,5944.055944,Large,Gurgaon
3533,4250000,"Chi 5, Greater Noida, Delhi NCR",1114,28.432094,77.506766,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3815.08079,Medium,Greater Noida
3534,17000000,"green homes CGHS sector 52 gurugram, Sector 52, Gurgaon, Delhi NCR",2250,28.438262,77.0793005,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,near botanical garden,Flat,7555.555556,Very Large,Gurgaon
3535,3600000,"New Colony, Gurgaon, Delhi NCR",600,28.465525,77.0171795,2,2,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,6000,Small,Gurgaon
3536,4000000,"Lal Kuan, Ghaziabad, Delhi NCR",1080,28.6336095,77.4713825,3,2,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,3703.703704,Medium,Ghaziabad
3537,3550000,"Indirapuram, Ghaziabad, Delhi NCR",850,28.6493479,77.3696259,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4176.470588,Small,Ghaziabad
3538,2600000,"moti residency rajnagar extension ghaziabad, Morta, Ghaziabad, Delhi NCR",885,28.72243837,77.44603523,2,2,1,Ready to Move,Resale,1,Semi-Furnished,1,vvip mall rajnagar extension,Flat,2937.853107,Small,Ghaziabad
3539,6300000,"Sector pi, Eldeco Green Meadows, Greater Noida, Delhi NCR",1840,28.468433,77.535985,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3423.913043,Very Large,Greater Noida
3540,11000000,"Sohna Road, Gurgaon, Delhi NCR",1210,28.4102438,77.0411697,2,2,2,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Flat,9090.909091,Medium,Gurgaon
3541,5000000,"Mata Road, Prem Nagar, Sector 13, Gurugram, Delhi NCR, Mianwali Colony, Gurgaon, Delhi NCR",985,28.4684354,77.03408,2,2,2,Ready to Move,Resale,25,Semi-Furnished,3,porperty is the heart of city so manily every highway or sectors,Flat,5076.142132,Small,Gurgaon
3542,10500000,"Sector 70, Gurgaon, Sector 70, Gurgaon, Delhi NCR",1950,28.394708,77.01856,3,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,5384.615385,Very Large,Gurgaon
3543,2700000,"RZ-40/1, street no. 5, Dada Chhatri wala road, Raj Nagar part 1, Palam colony, ND'45, Palam Colony, New Delhi - Dwarka, Delhi NCR",535,28.5922718,77.0836792,2,2,1,Ready to Move,Resale,1,Unfurnished,2,opp. shekhawat book depot,Flat,5046.728972,Small,New Delhi - Dwarka
3544,4800000,"PI 2, Greater Noida, Delhi NCR",1748,28.475274,77.545978,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,2745.995423,Very Large,Greater Noida
3545,9500000,"D-14/15, Platinum Greens, Ardee City, Gurgaon, Delhi NCR",1391,28.4412025,77.0785644,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,The property is close to HUDA Metro Station,Flat,6829.618979,Large,Gurgaon
3546,3200000,"Govindpuram, Ghaziabad, Delhi NCR",1000,28.6896453,77.4933302,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3200,Medium,Ghaziabad
3547,3500000,"Yamuna Expressway, Greater Noida, Delhi NCR",975,28.32519614,77.535202,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Overlooking F1  Track,Flat,3589.74359,Small,Greater Noida
3548,26000000,"Flat No 902 Tower B2 Sec 30 Gurugram, Sector 30, Gurgaon, Delhi NCR",2400,28.47157669,77.09367371,3,5,2,Ready to Move,Resale,1,Furnished,3,Near By Star Mall,Individual House,10833.33333,Very Large,Gurgaon
3549,6000000,"Sahibabad, Ghaziabad, Delhi NCR",1300,28.67942749,77.35153898,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4615.384615,Large,Ghaziabad
3550,40200000,"Sector 57, Gurgaon, Sector 57 Block F, Gurgaon, Delhi NCR",5010,28.46237373,77.07354736,5,5,5,Ready to Move,Resale,2,Semi-Furnished,3,Not Mentioned,Flat,8023.952096,Very Large,Gurgaon
3551,7000000,"Sector 128, Noida, Delhi NCR",1350,28.5235605,77.362,2,2,2,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Flat,5185.185185,Large,Noida
3552,5300000,"Greater Noida West, Noida, Delhi NCR",1412,28.605958,77.444512,3,3,3,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,3753.541076,Large,Noida
3553,3900000,"A 25 Gali no 2 4th floor guru ramdas nagar laxmi nagar Delhi 92 near Balaji rashoi, Guru Ramdas Nagar, New Delhi - East, Delhi NCR",675,28.63773537,77.27664948,2,2,1,Ready to Move,Resale,1,Furnished,2,near Balaji rashoi,Flat,5777.777778,Small,New Delhi - East
3554,6900000,"second floor Faridabad, Sector 19, Faridabad, Delhi NCR",1600,28.425787,77.3165122,3,3,4,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4312.5,Large,Faridabad
3555,3700000,"Sector 75, Faridabad, Delhi NCR",1240,28.37161658,77.35101791,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Omaxe World Street,Flat,2983.870968,Medium,Faridabad
3556,3500000,"Sector 2 Rajendra Nagar, Ghaziabad, Delhi NCR",900,28.687614,77.351924,2,2,2,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Flat,3888.888889,Small,Ghaziabad
3557,6450000,"Sector 78, Noida, Sector 78, Noida, Delhi NCR",1345,28.55934744,77.38985402,3,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Quite near to the metro station.,Flat,4795.539033,Large,Noida
3558,9000000,"Imperia esfera, Sector 37C, Gurgaon, Delhi NCR",1650,28.4499073,76.98769379,3,3,3,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,5454.545455,Large,Gurgaon
3559,5500000,"Eldeco Golf View ApartmentsBuilders pocketSector omega 1Greater Noida 201301, Omega 1, Greater Noida, Delhi NCR",1300,28.4570313,77.514304,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,pari chauk metro station,Flat,4230.769231,Large,Greater Noida
3560,10000000,"Kendriya Vihar, Gurgaon, Delhi NCR",1256,28.422949,77.095153,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,7961.783439,Large,Gurgaon
3561,4750000,"Vihaan greens Raksha towers Greater noida west sector 1 plot GH-15, Sector 1, Greater Noida, Delhi NCR",1398,28.621924,77.42101908,3,3,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,3397.711016,Large,Greater Noida
3562,3690000,"Sector 78, Faridabad, Delhi NCR",914,28.38413776,77.36817314,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4037.199125,Small,Faridabad
3563,4000000,"Sector 77, Faridabad, Delhi NCR",1005,28.368101,77.3721674,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3980.099502,Medium,Faridabad
3564,9000000,"Sector 37D, Gurgaon, Delhi NCR",1630,28.45833751,76.970345,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,5521.472393,Large,Gurgaon
3565,9000000,"Sector 62, Noida, Delhi NCR",1500,28.6212655,77.364423,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6000,Large,Noida
3566,4500000,"West Rohtash Nagar, New Delhi - East, Delhi NCR",900,28.68012,77.285418,2,2,1,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,5000,Small,New Delhi - East
3567,3600000,"synera, Sector 81, Gurgaon, Delhi NCR",657,28.387731,76.96791987,2,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5479.452055,Small,Gurgaon
3568,2600000,"Plot No 55 A 3rd Floor gurudev apartmentBurari Delhi 84, Sant Nagar Burari, New Delhi - North, Delhi NCR",540,28.75633049,77.19319916,2,2,1,Ready to Move,New Property,1,Unfurnished,1,This property is close to a large government hospital coming up nearby,Flat,4814.814815,Small,New Delhi - North
3569,2690000,"Tech Zone, Greater Noida, Tech Zone, Greater Noida, Delhi NCR",895,28.58951102,77.44659323,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Ryan Internation SchoolPathways SchoolOpposite La Residentia,Flat,3005.586592,Small,Greater Noida
3570,4500000,"Noida Extension, Noida, Delhi NCR",1106,28.6079894,77.4409944,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4068.716094,Medium,Noida
3571,6000000,"Sector 25 Rohini, New Delhi - Rohini, Delhi NCR",862,28.73449707,77.09424591,3,4,2,Ready to Move,Resale,8,Furnished,2,Not Mentioned,Flat,6960.556845,Small,New Delhi - Rohini
3572,7000000,"Sector 77, Gurgaon, Sector 77, Gurgaon, Delhi NCR",1342,28.38401706,76.97970505,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5216.09538,Large,Gurgaon
3573,8000000,"Sector 119, Noida, Sector 119, Noida, Delhi NCR",1625,28.58632879,77.40106202,3,2,4,Ready to Move,Resale,1,Semi-Furnished,2,Close to under construction DPS Noida second branch,Individual House,4923.076923,Large,Noida
3574,3650000,"A 602, Sixth Floor, East Platinum Society, Sector 44, Noida, Delhi NCR",850,28.5528411,77.3364,2,2,2,Ready to Move,Resale,602,Semi-Furnished,2,"Close to Botanical Metro Station, Amity School and IOCL Petrol Pump",Individual House,4294.117647,Small,Noida
3575,30000000,"Flat No 8B Tower GH1 Sec 54 Gurugram, Sector 54, Gurgaon, Delhi NCR",2700,28.436974,77.107345,4,5,4,Ready to Move,Resale,3,Semi-Furnished,2,Near by Rapid Metro Station Sec 54,Individual House,11111.11111,Very Large,Gurgaon
3576,36500000,"DLF City Phase 3, Gurgaon, Delhi NCR",3500,28.49410629,77.10335541,3,3,2,Ready to Move,New Property,2,Semi-Furnished,1,Near-DLF city club,Flat,10428.57143,Very Large,Gurgaon
3577,3820000,"NH 24, Ghaziabad, Delhi NCR",1125,28.654612,77.486901,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3395.555556,Medium,Ghaziabad
3578,3960000,"Yamuna Expressway, Greater Noida, Delhi NCR",1000,28.432194,77.508042,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,3960,Medium,Greater Noida
3579,4500000,"Crossings Republik, Ghaziabad, Delhi NCR",1250,28.630654,77.436644,2,2,1,Ready to Move,Resale,1,Semi-Furnished,3,"Near ABES College , NH24",Individual House,3600,Medium,Ghaziabad
3580,4500000,"Greater Noida, Delhi NCR",1267,28.58018875,77.4411087,3,2,3,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,3551.696922,Large,Greater Noida
3581,5500000,"Sahibabad, Ghaziabad, Delhi NCR",1190,28.679253,77.35186412,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4621.848739,Medium,Ghaziabad
3582,6600000,"Sector 50, Noida, Sector 50 Block F, Noida, Delhi NCR",1100,28.578346,77.37369258,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,The property is close to the metro station and has all amenities,Flat,6000,Medium,Noida
3583,8070000,"Sector 137, Noida, Delhi NCR",1685,28.50920801,77.40662554,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4789.317507,Very Large,Noida
3584,5500000,"Ramprastha Colony, Ghaziabad, Delhi NCR",1100,28.6589432,77.32223,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5000,Medium,Ghaziabad
3585,4400000,"Indirapuram, Ghaziabad, Delhi NCR",920,28.6493479,77.3696259,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4782.608696,Small,Ghaziabad
3586,4940000,"Vaishali, Ghaziabad, Delhi NCR",900,28.6441755,77.336519,2,2,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,5488.888889,Small,Ghaziabad
3587,4500000,"Indirapuram, Ghaziabad, Delhi NCR",760,28.63855052,77.37532139,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,5921.052632,Small,Ghaziabad
3588,5000000,"Greater Noida West, Greater Noida, Delhi NCR",1528,28.583929,77.40663,2,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3272.251309,Large,Greater Noida
3589,7500000,"Sector 86, Gurgaon, Delhi NCR",1360,28.3981,76.93333,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5514.705882,Large,Gurgaon
3590,13500000,"Ramesh Nagar, New Delhi - West, Delhi NCR",1450,28.649336,77.134317,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,9310.344828,Large,New Delhi - West
3591,3100000,"96., Sector 5 Rajendra Nagar, Ghaziabad, Delhi NCR",800,28.6809994,77.356998,2,2,1,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,3875,Small,Ghaziabad
3592,12000000,"HNO F 377 Sushant Lok 2  Sector 57 Gurgaon, Sushant Lok 2, Gurgaon, Delhi NCR",1600,28.34575653,77.32631683,4,3,3,Ready to Move,Resale,1,Semi-Furnished,2,Near By DPS School,Flat,7500,Large,Gurgaon
3593,3400000,"Patel Nagar, Gurgaon, Delhi NCR",775,28.4603545,77.0395295,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4387.096774,Small,Gurgaon
3594,9900000,"Sector 44, Noida, Delhi NCR",1450,28.5528411,77.3364,3,3,2,Ready to Move,Resale,1,Furnished,1,Not Mentioned,Flat,6827.586207,Large,Noida
3595,3100000,"L Shape with Parking, Mahavir Enclave Part 1, New Delhi - Dwarka, Delhi NCR",576,28.5980365,77.0765245,2,2,3,Ready to Move,Resale,1,Unfurnished,2,Dashrath Puri Metro Station,Flat,5381.944444,Small,New Delhi - Dwarka
3596,4500000,"Rani Bagh-Pitampura, New Delhi - West, Delhi NCR",650,28.6899395,77.1326559,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,6923.076923,Small,New Delhi - West
3597,3600000,"Sector 65, Faridabad, Delhi NCR",850,28.3113031,77.339111,2,2,2,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Flat,4235.294118,Small,Faridabad
3598,3200000,"Sadh Nagar, New Delhi - South, Delhi NCR",622,28.5894323,77.0932907,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5144.694534,Small,New Delhi - South
3599,9500000,"Niti Khand-Indirapuram, Ghaziabad, Delhi NCR",1750,28.6452824,77.3621025,4,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5428.571429,Very Large,Ghaziabad
3600,2800000,"Gali no b6 ashok vihar phase 3 extension., Ashok Vihar Phase 3 Extension, Gurgaon, Delhi NCR",800,28.4941085,77.0257,2,2,2,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Flat,3500,Small,Gurgaon
3601,2200000,"keshav kunj govindpuram, Govindpuram, Ghaziabad, Delhi NCR",650,28.6896453,77.4933302,2,2,1,Ready to Move,New Property,1,Semi-Furnished,2,Not Mentioned,Flat,3384.615385,Small,Ghaziabad
3602,4500000,"Indirapuram, Ghaziabad, Delhi NCR",1075,28.6426998,77.3847126,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4186.046512,Medium,Ghaziabad
3603,3500000,"Raj Bagh, Ghaziabad, Delhi NCR",760,28.68097687,77.35012054,2,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,4605.263158,Small,Ghaziabad
3604,8500000,"Omicron 1, Greater Noida, Delhi NCR",1919,28.473679,77.506258,3,4,3,Ready to Move,New Property,1,Semi-Furnished,2,Not Mentioned,Flat,4429.390307,Very Large,Greater Noida
3605,4600000,"Noida Extension, Greater Noida, Delhi NCR",1225,28.605958,77.444512,2,2,4,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,3755.102041,Medium,Greater Noida
3606,3700000,"panchsheel wellington, Crossings Republik, Ghaziabad, Delhi NCR",1150,28.62804,77.437809,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3217.391304,Medium,Ghaziabad
3607,19500000,"dlf new town heights 2 sector 86 gurgaon, Sector 86, Gurgaon, Delhi NCR",3090,28.40118,76.939287,4,5,4,Ready to Move,Resale,1,Unfurnished,2,near genesis hospital,Flat,6310.679612,Very Large,Gurgaon
3608,9900000,"Greater Noida West, Greater Noida, Delhi NCR",1990,28.60469308,77.43489765,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4974.874372,Very Large,Greater Noida
3609,3100000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",825,28.70297379,77.421054,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,3757.575758,Small,Ghaziabad
3610,35000000,"C6 and 7 Flat Number 6100 1st floor Vasant kunj New delhi, Vasant Kunj, New Delhi - South, Delhi NCR",3000,28.5339195,77.1502521,5,6,1,Ready to Move,Resale,2,Semi-Furnished,2,Near Delhi Public School,Flat,11666.66667,Very Large,New Delhi - South
3611,12000000,"79, Sant Nagar East of Kailash, Sant Nagar - East of Kailash, New Delhi - South, Delhi NCR",1200,28.5543715,77.251878,3,2,2,Ready to Move,Resale,1,Unfurnished,1,"Near post office, walking distance from Nehru place metro station",Flat,10000,Medium,New Delhi - South
3612,18500000,"B-55, Pocket-A, Himgiri Apartment, Klakaji Extention, New Delhi, Kalkaji Extention, New Delhi - South, Delhi NCR",2300,28.529182,77.266638,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,nearby Govind Puri Police Station,Flat,8043.478261,Very Large,New Delhi - South
3613,11500000,"T-04 /1204, Behrampur Village, Gurgaon, Delhi NCR",1743,28.419032,77.028272,3,3,3,Ready to Move,Resale,3,Semi-Furnished,2,Not Mentioned,Individual House,6597.819851,Very Large,Gurgaon
3614,7000000,"Siddhartha Vihar, Ghaziabad, Delhi NCR",1400,28.653149,77.404748,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5000,Large,Ghaziabad
3615,8400000,"Sector 150, Noida, Delhi NCR, Sector 150, Noida, Delhi NCR",1625,28.42491581,77.486721,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Near to new developing 44 acres park in Sector-150 Noida,Flat,5169.230769,Large,Noida
3616,12500000,"2628., Sector 23, Gurgaon, Delhi NCR",1880,28.5097759,77.0535665,3,3,2,Ready to Move,Resale,1,Unfurnished,2,Centrally located with 5 kms distance from MG Road and Dwarka 21 Metro,Flat,6648.93617,Very Large,Gurgaon
3617,11000000,"c 40 top floor, Krishna Nagar, New Delhi - East, Delhi NCR",1550,28.6537366,77.286549,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,7096.774194,Large,New Delhi - East
3618,23500000,"plot no 840, Sector 47, Gurgaon, Delhi NCR",2850,28.34583092,77.32687378,4,4,2,Ready to Move,Resale,3,Semi-Furnished,1,Near By DPS School,Flat,8245.614035,Very Large,Gurgaon
3619,4500000,"8/12 Floor, Wazirpur, Gurgaon, Delhi NCR",800,28.417545,76.917933,3,3,1,Ready to Move,Resale,1,Semi-Furnished,2,Beside Ansal heights,Individual House,5625,Small,Gurgaon
3620,5000000,"Chiranjeev Vihar, Ghaziabad, Delhi NCR",1471,28.6698529,77.4656257,3,3,2,Ready to Move,Resale,1,Furnished,2,Not Mentioned,Flat,3399.048266,Large,Ghaziabad
3621,4500000,"Crossings Republik, Ghaziabad, Delhi NCR",1275,28.62591738,77.43694919,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3529.411765,Large,Ghaziabad
3622,7600000,"F-30 Noida Road Fatehpur, D Block, Sector 50, Noida, Uttar Pradesh, Sector 50, Noida, Delhi NCR",1300,28.57830386,77.37242825,2,2,3,Ready to Move,Resale,1,Semi-Furnished,2,Near by Sector 50 Metero station Noida,Flat,5846.153846,Large,Noida
3623,4000000,"Sector 4, Greater Noida, Delhi NCR",950,28.6109351,77.4294948,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4210.526316,Small,Greater Noida
3624,7000000,"Pari Chowk, Greater Noida, Delhi NCR",1500,28.4655907,77.5114027,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4666.666667,Large,Greater Noida
3625,8000000,"Sector 135, Noida, Delhi NCR",1655,28.49544772,77.40102766,3,3,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,4833.836858,Very Large,Noida
3626,3500000,"Shalimar garden, Ghaziabad, Delhi NCR",1000,28.6895689,77.3386129,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,3500,Medium,Ghaziabad
3627,4000000,"TOWER C, Raj Nagar Extension, Ghaziabad, Delhi NCR",1250,28.70297379,77.421054,2,2,4,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3200,Medium,Ghaziabad
3628,7500000,"Sector 78, Gurgaon, Delhi NCR",1285,28.3727857,76.9722319,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5836.575875,Large,Gurgaon
3629,9000000,"Sector 21D, Faridabad, Delhi NCR",1760,28.42074896,77.29085019,3,3,4,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5113.636364,Very Large,Faridabad
3630,4500000,"Sector 2, Faridabad, Delhi NCR",900,28.3394245,77.3372855,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Individual House,5000,Small,Faridabad
3631,2600000,"Rajendra Nagar, Ghaziabad, Delhi NCR",750,28.6817665,77.3636535,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,3466.666667,Small,Ghaziabad
3632,6500000,"PLOT NO  228 FF SHAKTI KHAND 4 INDIRAPURAM GHAZIABAD NEAR HARSHA CITY MALL, Indirapuram, Ghaziabad, Delhi NCR",1250,28.64466858,77.35391235,3,2,1,Ready to Move,Resale,1,Semi-Furnished,2,Near harsha city mall.,Flat,5200,Medium,Ghaziabad
3633,2850000,"Raj Nagar Extension, Ghaziabad, Delhi NCR",950,28.70011412,77.42626251,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,VVIP Mall,Individual House,3000,Small,Ghaziabad
3634,7000000,"Sector 119, Noida, Delhi NCR",1365,28.58632879,77.40106202,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,5128.205128,Large,Noida
3635,7000000,"Vaibhav Khand, Ghaziabad, Delhi NCR",1450,28.6357095,77.3655985,2,2,2,Ready to Move,Resale,1,Unfurnished,2,Not Mentioned,Flat,4827.586207,Large,Ghaziabad
3636,11000000,"Noida extension, tech zone 4., Amrapali Leisure Valley, Greater Noida, Delhi NCR",1825,28.5825901,77.4240036,3,5,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6027.39726,Very Large,Greater Noida
3637,9800000,"Palam Vihar, Gurgaon, Delhi NCR",1415,28.5080324,77.0336072,2,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6925.795053,Large,Gurgaon
3638,7500000,"Sector 37D, Gurgaon, Delhi NCR",1650,28.446568,76.968477,3,3,4,Ready to Move,New Property,1,Unfurnished,2,Not Mentioned,Flat,4545.454545,Large,Gurgaon
3639,6500000,"Dabri, New Delhi - West, Delhi NCR",990,28.608659,77.0906009,3,2,2,Ready to Move,Resale,1,Semi-Furnished,2,Not Mentioned,Flat,6565.656566,Small,New Delhi - West
